,modelname,method,query,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,exact_low,exact_upp,approx_low,approx_upp,rrmse,rmse,nruns
37,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,15982.57827758789,415.20214080810547,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,50
38,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,15982.57827758789,386.8060111999512,True,1000,0.00658,0.00658,0.0056462360907940665,0.007464763466281408,0.5001814769729094,0.0012863597589328726,50
39,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,15982.57827758789,388.6890411376953,True,1000,0.00658,0.00658,0.0062437363588684165,0.007157675279070422,0.5171489492385979,0.0006684175075476106,50
40,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,17620.797157287598,425.6608486175537,True,1000,1.0,1.0,0.9331054552247342,0.9993804624439966,0.7137474108412721,0.0668974136082505,55
41,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,17620.797157287598,430.50384521484375,True,1000,1.0,1.0,0.9721299600551222,0.9997345556649794,0.7139386624096935,0.027871304010111883,55
42,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,17620.797157287598,429.54087257385254,True,1000,0.00658,0.00658,0.005926488558108522,0.007136783194391308,0.501594309308904,0.0008585363884190743,55
43,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,17620.797157287598,452.455997467041,True,1000,0.00658,0.00658,0.006131929423257194,0.007157675279070422,0.5039753824897254,0.0007310786344790279,55
44,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,19263.015031814575,463.331937789917,True,1000,1.0,1.0,0.9410527051612637,0.9993804624439966,0.7146568958447345,0.05895055042650751,60
45,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,19263.015031814575,464.4632339477539,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,60
46,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,19263.015031814575,472.52798080444336,True,1000,0.00658,0.00658,0.005926488558108522,0.007136783194391308,0.501594309308904,0.0008585363884190743,60
47,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,19263.015031814575,469.5320129394531,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,60
48,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,20904.72412109375,535.1262092590332,True,1000,1.0,1.0,0.9426835545277085,0.9993804624439966,0.7148752251602393,0.05731979368735958,65
49,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,20904.72412109375,507.32898712158203,True,1000,1.0,1.0,0.9760247885913431,0.9997345556649794,0.7150670666739743,0.02397668081250584,65
50,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,20904.72412109375,507.75909423828125,True,1000,0.00658,0.00658,0.005926488558108522,0.007136783194391308,0.501594309308904,0.0008585363884190743,65
51,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,20904.72412109375,508.9879035949707,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,65
52,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,22556.929349899292,540.9369468688965,True,1000,1.0,1.0,0.9410527051612637,0.9993804624439966,0.7146568958447345,0.05895055042650751,70
53,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,22556.929349899292,567.1119689941406,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,70
54,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,22556.929349899292,538.0332469940186,True,1000,0.00658,0.00658,0.005926488558108522,0.007136783194391308,0.501594309308904,0.0008585363884190743,70
55,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,22556.929349899292,548.5789775848389,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,70
56,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,24224.324226379395,585.3381156921387,True,1000,1.0,1.0,0.9410527051612637,0.9993804624439966,0.7146568958447345,0.05895055042650751,75
57,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,24224.324226379395,578.5250663757324,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,75
58,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,24224.324226379395,612.0657920837402,True,1000,0.00658,0.00658,0.005926488558108522,0.007136783194391308,0.501594309308904,0.0008585363884190743,75
59,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,24224.324226379395,582.7069282531738,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,75
60,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,25874.51434135437,623.2469081878662,True,1000,1.0,1.0,0.9410527051612637,0.9993804624439966,0.7146568958447345,0.05895055042650751,80
61,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,25874.51434135437,625.3125667572021,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,80
62,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,25874.51434135437,625.5159378051758,True,1000,0.00658,0.00658,0.0059203741800526784,0.007136783194391308,0.5017838282747216,0.000863199714954636,80
63,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,25874.51434135437,650.8090496063232,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,80
64,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,27541.091203689575,661.2417697906494,True,1000,1.0,1.0,0.9410527051612637,0.9993804624439966,0.7146568958447345,0.05895055042650751,85
65,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,27541.091203689575,664.1190052032471,True,1000,1.0,1.0,0.9753593841124484,0.9997345556649794,0.7148486121622247,0.024642045613399385,85
66,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,27541.091203689575,667.766809463501,True,1000,0.00658,0.00658,0.0059203741800526784,0.007136783194391308,0.5017838282747216,0.000863199714954636,85
67,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,27541.091203689575,693.1750774383545,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,85
68,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,29215.173959732056,694.0500736236572,True,1000,1.0,1.0,0.9320252857826385,0.9993804624439966,0.7136404370381724,0.06797753746433641,90
69,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,29215.173959732056,695.9452629089355,True,1000,1.0,1.0,0.9716926555836339,0.9997345556649794,0.7138316290111977,0.02830858895462233,90
70,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,29215.173959732056,701.9920349121094,True,1000,0.00658,0.00658,0.0059203741800526784,0.007136783194391308,0.5017838282747216,0.000863199714954636,90
71,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,29215.173959732056,733.3688735961914,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,90
72,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,30902.93312072754,738.38210105896,True,1000,1.0,1.0,0.9320252857826385,0.9993804624439966,0.7136404370381724,0.06797753746433641,95
73,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,30902.93312072754,740.8509254455566,True,1000,1.0,1.0,0.9716926555836339,0.9997345556649794,0.7138316290111977,0.02830858895462233,95
74,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,30902.93312072754,740.847110748291,True,1000,0.00658,0.00658,0.005915661746257424,0.007136783194391308,0.5019357270343942,0.0008668061149659271,95
75,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,30902.93312072754,766.5419578552246,True,1000,0.00658,0.00658,0.0062437363588684165,0.007157675279070422,0.5171489492385979,0.0006684175075476106,95
76,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,50,1,32579.853057861328,775.2149105072021,True,1000,1.0,1.0,0.9328860227565201,0.9993804624439966,0.7137253969406583,0.06711683669707352,100
77,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,50,1,32579.853057861328,782.2940349578857,True,1000,1.0,1.0,0.9716926555836339,0.9997345556649794,0.7138316290111977,0.02830858895462233,100
78,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,50,1,32579.853057861328,808.7871074676514,True,1000,0.00658,0.00658,0.005915661746257424,0.007136783194391308,0.5019357270343942,0.0008668061149659271,100
79,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,50,1,32579.853057861328,773.4348773956299,True,1000,0.00658,0.00658,0.0062437363588684165,0.0070573678091053645,0.5074633700150598,0.0005839120323448782,100
